open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,timestamp,body,body_pct,range,is_key_candle,sma_volume,price_range,avg_range,is_accumulation
1744249800000000,82432.4,82434.79,82342.2,82343.99,25.89801,1744250099999999,2133573.561417,7807,9.46476,779779.512901,0,2025-04-10 01:50:00,88.40999999998894,0.10725151760714105,92.58999999999651,False,127.671614,92.58999999999651,154.870499999998,False
1744250100000000,82343.99,82347.72,82224.9,82249.29,42.7661,1744250399999999,3518707.6871861,6126,11.45515,942497.7132852,0,2025-04-10 01:55:00,94.70000000001164,0.11500535740375421,122.82000000000698,False,125.050119,122.82000000000698,149.31649999999863,False
1744250400000000,82249.29,82377.62,82212.22,82304.52,80.44102,1744250699999999,6619088.9235612,10319,55.87857,4598094.561215,0,2025-04-10 02:00:00,55.23000000001048,0.0671495158195414,165.39999999999418,False,125.70775800000001,165.39999999999418,152.2674999999981,False
1744250700000000,82304.52,82454.01,82249.93,82412.1,47.54393,1744250999999999,3916070.4272829,8345,26.76043,2203995.7788756,0,2025-04-10 02:05:00,107.58000000000175,0.1307097107181984,204.08000000000175,False,121.1888275,204.08000000000175,155.40949999999793,False
1744251000000000,82412.1,82535.03,82412.09,82510.28,64.02721,1744251299999999,5281036.4526074,6614,40.8424,3368895.0688043,0,2025-04-10 02:10:00,98.17999999999302,0.11913299139324567,122.94000000000233,False,117.86101500000002,122.94000000000233,153.91299999999828,False
1744251300000000,82510.27,82510.28,82418.01,82475.25,81.13465,1744251599999999,6691189.6380314,10117,39.63676,3268769.0905186,0,2025-04-10 02:15:00,35.020000000004075,0.04244320131300512,92.27000000000407,False,116.1147295,92.27000000000407,148.09049999999843,False
1744251600000000,82475.26,82565.19,82465.0,82557.65,120.94482,1744251899999999,9979546.165702,9152,80.3934,6633211.5798109,0,2025-04-10 02:20:00,82.38999999999942,0.09989662354504783,100.19000000000233,False,110.76129399999999,100.19000000000233,141.6764999999985,True
1744251900000000,82557.66,82557.66,82434.78,82442.89,37.68812,1744252199999999,3109380.0965411,6554,8.40108,693134.8666207,0,2025-04-10 02:25:00,114.77000000000407,0.13901799057774175,122.88000000000466,False,107.19489800000001,122.88000000000466,138.87999999999883,False
1744252200000000,82442.89,82454.61,82340.0,82348.5,56.06859,1744252499999999,4619540.1500276,7085,19.39988,1598238.2905882,0,2025-04-10 02:30:00,94.38999999999942,0.11449137700049018,114.61000000000058,False,103.501948,114.61000000000058,137.9669999999991,False
1744252500000000,82348.49,82434.79,82309.91,82426.4,24.4481,1744252799999999,2013469.6295181,4676,10.23125,842629.597601,0,2025-04-10 02:35:00,77.90999999998894,0.09461011367663079,124.8799999999901,False,99.19986,124.8799999999901,134.7764999999992,False
1744252800000000,82426.4,82478.27,82347.82,82355.58,26.54032,1744253099999999,2187545.4999895,6225,10.68789,880988.6714056,0,2025-04-10 02:40:00,70.81999999999243,0.08591907447127672,130.4499999999971,False,92.49842799999999,130.4499999999971,130.17499999999927,False
1744253100000000,82355.59,82355.59,82200.01,82291.6,71.48761,1744253399999999,5881736.810096,10926,43.81162,3604450.7673285,0,2025-04-10 02:45:00,63.98999999999069,0.07769964370359157,155.58000000000175,False,82.452904,155.58000000000175,129.35149999999922,False
1744253400000000,82291.6,82332.08,82206.03,82249.99,53.50292,1744253699999999,4401468.2742765,7959,30.79947,2533529.6841758,0,2025-04-10 02:50:00,41.61000000000058,0.05056409159622681,126.05000000000291,False,76.680201,126.05000000000291,128.25899999999965,False
1744253700000000,82249.99,82272.75,82195.77,82200.0,208.00146,1744253999999999,17105089.7576281,10439,155.13703,12758029.7474428,0,2025-04-10 02:55:00,49.99000000000524,0.06077812289096356,76.97999999999593,False,81.8505575,76.97999999999593,125.22049999999945,True
1744254000000000,82201.24,82224.45,82058.69,82098.29,112.39872,1744254299999999,9231765.165683,11879,33.53946,2754542.0006212,0,2025-04-10 03:00:00,102.95000000001164,0.1252414197158238,165.75999999999476,False,80.5139045,165.75999999999476,125.22349999999933,False
1744254300000000,82098.29,82114.91,81933.33,81980.0,182.55815,1744254599999999,14973582.3272121,14233,48.04652,3940357.7168014,0,2025-04-10 03:05:00,118.2899999999936,0.1440833907746356,181.58000000000175,False,83.6416245,181.58000000000175,129.55399999999935,False
1744254600000000,81980.0,81980.0,81708.0,81743.55,321.69146,1744254899999999,26334086.3724153,16306,54.92256,4492600.4317505,0,2025-04-10 03:10:00,236.4499999999971,0.28842400585508304,272.0,True,93.64814550000001,272.0,135.7739999999998,False
1744254900000000,81743.55,81774.99,81559.75,81559.76,127.43623,1744255199999999,10407716.5398655,17514,49.25704,4023019.1738597,0,2025-04-10 03:15:00,183.79000000000815,0.224837311323044,215.24000000000524,False,95.039576,215.24000000000524,138.64950000000027,False
1744255200000000,81559.76,81727.74,81543.42,81633.09,241.69704,1744255499999999,19737718.1201279,13716,179.23185,14638331.8393241,0,2025-04-10 03:20:00,73.33000000000175,0.0899095338191306,184.32000000000698,False,99.7632065,184.32000000000698,142.73750000000072,False
1744255500000000,81633.09,81718.01,81571.17,81652.18,89.10178,1744255799999999,7273483.5088728,12760,49.17179,4013478.8607787,0,2025-04-10 03:25:00,19.089999999996508,0.023385124831115066,146.8399999999965,False,100.768812,146.8399999999965,145.87300000000033,False
1744255800000000,81652.18,81666.0,81472.84,81596.06,72.95097,1744256099999999,5949662.7174274,11388,21.94927,1790198.4493676,0,2025-04-10 03:30:00,56.11999999999534,0.06873055930655537,193.1600000000035,False,103.12146,193.1600000000035,150.90150000000068,False
1744256100000000,81596.07,81772.0,81536.47,81772.0,83.6074,1744256399999999,6825120.0096447,7431,56.79958,4636993.9088157,0,2025-04-10 03:35:00,175.92999999999302,0.21561087439627055,235.52999999999884,False,105.163525,235.52999999999884,156.53700000000026,False
1744256400000000,81772.0,81772.0,81666.04,81726.62,67.86356,1744256699999999,5546154.6004089,7611,32.27563,2637749.7588403,0,2025-04-10 03:40:00,45.38000000000466,0.05549576872279589,105.9600000000064,False,104.53465200000001,105.9600000000064,153.56500000000088,False
1744256700000000,81726.62,81813.21,81659.01,81659.02,47.84739,1744256999999999,3910731.1806473,8864,24.3914,1993708.064463,0,2025-04-10 03:45:00,67.59999999999127,0.08271478742176205,154.20000000001164,False,104.54982499999998,154.20000000001164,151.07100000000136,False
1744257000000000,81659.02,81718.56,81659.02,81679.01,70.29977,1744257299999999,5743241.204569,6657,18.61588,1520640.4342729,0,2025-04-10 03:50:00,19.989999999990687,0.02447984313305583,59.5399999999936,False,104.863453,59.5399999999936,147.90100000000092,False
1744257300000000,81679.0,81782.61,81672.22,81775.2,60.5933,1744257599999999,4952680.2853542,6132,38.81608,3172600.1010919,0,2025-04-10 03:55:00,96.19999999999709,0.1177781314658567,110.38999999999942,False,103.8363855,110.38999999999942,148.8070000000007,False
1744257600000000,81775.2,81867.0,81756.6,81867.0,63.25037,1744257899999999,5175980.6429076,9327,38.23505,3128983.6053751,0,2025-04-10 04:00:00,91.80000000000291,0.1122589733806862,110.39999999999418,False,100.951663,110.39999999999418,149.31750000000028,False
1744257900000000,81867.0,81950.0,81768.0,81791.44,50.50615,1744258199999999,4134237.359742,7555,23.80473,1948852.0903468,0,2025-04-10 04:05:00,75.55999999999767,0.09229604113989479,182.0,False,101.59256450000001,182.0,152.27350000000007,False
1744258200000000,81791.45,81794.98,81677.31,81691.72,39.77457,1744258499999999,3251235.0004271,7651,14.10388,1152863.6405309,0,2025-04-10 04:10:00,99.72999999999593,0.12193206013586498,117.66999999999825,False,100.7778635,117.66999999999825,152.42649999999995,False
1744258500000000,81691.72,81749.99,81686.01,81749.99,33.4217,1744258799999999,2730944.0850043,5621,17.08088,1395711.5131951,0,2025-04-10 04:15:00,58.270000000004075,0.07132913837535074,63.98000000001048,False,101.22654349999999,63.98000000001048,149.38150000000095,False
1744258800000000,81750.0,81837.86,81739.13,81796.59,28.65117,1744259099999999,2343041.0493283,8606,11.9503,977149.7592261,0,2025-04-10 04:20:00,46.58999999999651,0.056990825688069124,98.72999999999593,False,101.332086,98.72999999999593,147.7955000000009,False
1744259100000000,81796.6,81810.71,81640.74,81655.27,27.62373,1744259399999999,2257988.7981006,6094,9.40134,768698.1964065,0,2025-04-10 04:25:00,141.33000000000175,0.17278224278270946,169.97000000000116,False,99.138892,169.97000000000116,148.51500000000087,False
1744259400000000,81655.26,81708.0,81642.63,81668.86,25.86844,1744259699999999,2112868.4183029,5422,11.13533,909509.7811477,0,2025-04-10 04:30:00,13.60000000000582,0.016655387540258672,65.36999999999534,False,97.75716800000001,65.36999999999534,145.4810000000005,False
1744259700000000,81668.86,81788.01,81646.93,81772.44,36.81469,1744259999999999,3007657.4925565,5457,13.58319,1109924.5021718,0,2025-04-10 04:35:00,103.58000000000175,0.12682924679002713,141.08000000000175,False,89.1978295,141.08000000000175,148.68600000000077,False
1744260000000000,81772.44,81889.86,81772.43,81846.38,38.93031,1744260299999999,3185843.3601266,5275,26.88968,2200349.9712176,0,2025-04-10 04:40:00,73.94000000000233,0.09042166284875726,117.43000000000757,False,85.52440899999999,117.43000000000757,146.26950000000141,False
1744260300000000,81846.38,81971.99,81833.9,81962.41,69.68491,1744260599999999,5707775.9294157,6491,34.08006,2791582.2282951,0,2025-04-10 04:45:00,116.02999999999884,0.1417655857229102,138.09000000001106,False,79.880747,138.09000000001106,144.0950000000019,False
1744260600000000,81962.41,81991.0,81913.04,81971.29,43.40528,1744260899999999,3557302.7231171,6252,16.86599,1382105.0535329,0,2025-04-10 04:50:00,8.879999999990105,0.010834234864482517,77.9600000000064,False,65.966438,77.9600000000064,134.39300000000222,False
1744260900000000,81971.3,82088.75,81958.0,82019.26,105.87875,1744261199999999,8682224.5863169,7097,85.68098,7025658.4938452,0,2025-04-10 04:55:00,47.95999999999185,0.05850828277701079,130.75,False,64.888564,130.75,130.16850000000196,False
1744261200000000,82019.26,82049.06,81928.0,81952.49,54.88872,1744261499999999,4499792.5838041,8221,19.16129,1570968.3427579,0,2025-04-10 05:00:00,66.76999999998952,0.08140770838457885,121.05999999999767,False,55.548148000000005,121.05999999999767,127.00550000000149,False
1744261500000000,81952.5,82122.0,81924.96,82092.66,93.93542,1744261799999999,7707490.0611099,9636,69.51428,5704115.493027,0,2025-04-10 05:05:00,140.1600000000035,0.17102589914890148,197.0399999999936,True,55.789829999999995,197.0399999999936,129.51550000000134,False
1744261800000000,82092.66,82134.51,82043.68,82100.42,45.95941,1744262099999999,3773359.0451543,7420,22.70837,1864402.2322937,0,2025-04-10 05:10:00,7.759999999994761,0.0094527330457982,90.83000000000175,False,54.440252,90.83000000000175,124.39900000000125,False
1744262100000000,82100.42,82160.01,82052.93,82104.01,78.15191,1744262399999999,6417997.5821765,8117,31.08535,2552923.0771474,0,2025-04-10 05:15:00,3.5899999999965075,0.004372693830307455,107.08000000000175,False,54.1674775,107.08000000000175,117.9765000000014,False
1744262400000000,82104.0,82217.4,82035.05,82178.02,63.35054,1744262699999999,5203167.0742719,9348,37.82789,3107660.476827,0,2025-04-10 05:20:00,74.02000000000407,0.09015395108643193,182.34999999999127,False,53.941826500000005,182.34999999999127,121.79600000000065,False
1744262700000000,82178.02,82190.0,82133.93,82163.99,38.11252,1744262999999999,3131807.9999805,6111,20.32804,1670383.3164078,0,2025-04-10 05:25:00,14.029999999998836,0.01707269170028535,56.070000000006985,False,53.455083,56.070000000006985,116.88950000000041,False
1744263000000000,82164.0,82217.4,82150.26,82150.27,90.71853,1744263299999999,7454666.4665006,5973,25.50553,2095884.8966894,0,2025-04-10 05:30:00,13.729999999995925,0.016710481476067286,67.13999999999942,False,54.476021,67.13999999999942,117.2695000000007,True
1744263300000000,82150.27,82212.59,82100.0,82140.01,44.90561,1744263599999999,3688672.5973875,8480,21.46373,1763191.6337332,0,2025-04-10 05:35:00,10.260000000009313,0.012489307704051749,112.58999999999651,False,53.6916365,112.58999999999651,117.37950000000055,False
1744263600000000,82140.0,82230.0,82128.98,82183.65,62.40967,1744263899999999,5129947.1432041,7809,44.41672,3651033.7413362,0,2025-04-10 05:40:00,43.64999999999418,0.05314097881664741,101.02000000000407,False,53.6496015,101.02000000000407,116.91050000000105,False
1744263900000000,82183.65,82241.4,82096.22,82096.22,49.29845,1744264199999999,4051642.8254586,7780,27.62036,2270248.9311363,0,2025-04-10 05:45:00,87.42999999999302,0.10638369067325804,145.17999999999302,False,53.5892165,145.17999999999302,115.0695000000007,False
1744264200000000,82096.23,82127.77,82056.01,82117.01,60.02769,1744264499999999,4927383.9915985,6843,27.11583,2225688.2934079,0,2025-04-10 05:50:00,20.779999999998836,0.02531175913924286,71.76000000000931,False,54.6018725,71.76000000000931,112.77400000000125,True
1744264500000000,82117.01,82239.85,82086.3,82158.03,139.62719,1744264799999999,11472645.6813044,9953,111.31595,9146537.5502319,0,2025-04-10 05:55:00,41.020000000004075,0.04995310959325489,153.5500000000029,False,59.912147000000004,153.5500000000029,117.25250000000088,False
1744264800000000,82158.03,82284.91,82084.11,82160.59,169.03532,1744265099999999,13886111.6388893,21147,47.62602,3912426.745743,0,2025-04-10 06:00:00,2.5599999999976717,0.003115946183224782,200.8000000000029,False,66.9313545,200.8000000000029,122.35600000000122,False
1744265100000000,82160.58,82297.11,82160.58,82269.24,54.01223,1744265399999999,4443087.5818887,9995,29.65463,2439086.0870975,0,2025-04-10 06:05:00,108.66000000000349,0.13225320463901727,136.52999999999884,False,68.2507795,136.52999999999884,120.6840000000011,False
1744265400000000,82269.23,82344.3,82262.02,82262.03,48.63113,1744265699999999,4002821.7327266,7841,29.93638,2464109.2890611,0,2025-04-10 06:10:00,7.19999999999709,0.008751753237507012,82.27999999999884,False,69.388914,82.27999999999884,121.52950000000128,False
1744265700000000,82262.02,82273.3,82210.83,82222.54,24.6006,1744265999999999,2023357.0033275,7838,9.67013,795330.6759471,0,2025-04-10 06:15:00,39.48000000001048,0.047992986313745364,62.470000000001164,False,68.7782095,62.470000000001164,117.59900000000125,False
1744266000000000,82222.54,82256.49,82176.6,82222.04,50.32565,1744266299999999,4137732.6248567,9180,25.12403,2065744.6016269,0,2025-04-10 06:20:00,0.5,0.0006081057578615304,79.88999999999942,False,69.3479765,79.88999999999942,115.72200000000085,False
1744266300000000,82222.04,82222.05,82059.15,82077.64,79.40646,1744266599999999,6520733.6194716,7619,7.84244,644049.8436576,0,2025-04-10 06:25:00,144.39999999999418,0.1756220108379629,162.90000000000873,False,69.83405400000001,162.90000000000873,116.96250000000073,False
1744266600000000,82077.64,82098.1,81990.0,82002.49,54.14232,1744266899999999,4441189.9885157,7962,13.86708,1137323.2361775,0,2025-04-10 06:30:00,75.14999999999418,0.0915596501068917,108.10000000000582,False,70.370906,108.10000000000582,118.46950000000069,False
1744266900000000,82002.49,82073.9,81935.07,81973.82,50.18033,1744267199999999,4114639.1511627,7420,26.21751,2149849.2799548,0,2025-04-10 06:35:00,28.669999999998254,0.03496235297245029,138.8299999999872,False,67.585985,138.8299999999872,118.87350000000006,False
1744267200000000,81973.83,81973.83,81838.03,81903.05,71.20726,1744267499999999,5831994.5990947,6873,15.98467,1308950.6975013,0,2025-04-10 06:40:00,70.77999999999884,0.0863446297434179,135.8000000000029,False,68.40191200000001,135.8000000000029,119.61050000000031,False
1744267500000000,81903.06,81956.53,81872.35,81900.0,96.91595,1744267799999999,7939352.2055974,8274,42.61317,3490954.7113054,0,2025-04-10 06:45:00,3.0599999999976717,0.0037361241448093294,84.17999999999302,False,68.5509385,84.17999999999302,113.96750000000029,True
1744267800000000,81900.0,82052.28,81890.73,82031.92,167.95105,1744268099999999,13774264.4849697,10244,136.67287,11209103.738078,0,2025-04-10 06:50:00,131.91999999999825,0.16107448107447894,161.5500000000029,True,74.6505205,161.5500000000029,117.50350000000034,False
1744268100000000,82031.92,82184.0,82031.92,82156.72,139.49235,1744268399999999,11455209.0851574,11013,112.54204,9241781.5180348,0,2025-04-10 06:55:00,124.80000000000291,0.15213590026906954,152.08000000000175,True,77.71754250000001,152.08000000000175,119.75350000000034,False
1744268400000000,82156.72,82250.0,82156.34,82166.39,99.83302,1744268699999999,8206029.8753109,15409,71.31162,5861486.9660399,0,2025-04-10 07:00:00,9.669999999998254,0.011770187514786683,93.66000000000349,False,79.5416665,93.66000000000349,115.31900000000095,False
1744268700000000,82166.4,82197.83,82076.44,82076.44,60.71083,1744268999999999,4986676.8891487,14307,29.59286,2430768.9357536,0,2025-04-10 07:05:00,89.95999999999185,0.10948514234527965,121.38999999999942,False,80.671582,121.38999999999942,118.58500000000058,False
1744269000000000,82076.45,82246.98,82043.48,82111.99,70.35429,1744269299999999,5778216.4900208,12505,32.21077,2645170.4036862,0,2025-04-10 07:10:00,35.54000000000815,0.04330109306629142,203.5,False,79.65337000000001,203.5,125.40300000000062,False
1744269300000000,82111.99,82150.46,82022.01,82036.97,56.64387,1744269599999999,4649207.7685865,11262,17.15876,1408360.5276125,0,2025-04-10 07:15:00,75.02000000000407,0.09136302749452799,128.45000000001164,False,80.240283,128.45000000001164,126.19600000000136,False
1744269600000000,82036.96,82098.66,82000.0,82018.7,48.18756,1744269899999999,3952992.8683002,10411,18.02594,1478877.8427843,0,2025-04-10 07:20:00,18.260000000009313,0.02225826017932565,98.66000000000349,False,79.5291775,98.66000000000349,126.07800000000134,False
1744269900000000,82018.7,82018.7,81809.45,81812.25,117.44053,1744270199999999,9617479.5542771,10158,12.94369,1059998.9726547,0,2025-04-10 07:25:00,206.4499999999971,0.25171089032135,209.25,False,82.9362815,209.25,129.2815000000017,False
1744270200000000,81812.26,81812.26,81313.72,81376.57,282.30799,1744270499999999,23017687.9020813,30848,65.73167,5356095.9414208,0,2025-04-10 07:30:00,435.6899999999878,0.5325485446802078,498.5399999999936,True,94.0502965,498.5399999999936,150.6205000000009,False
1744270500000000,81376.56,81529.38,81292.99,81464.12,218.02156,1744270799999999,17745995.4201147,24197,114.23601,9299368.8029018,0,2025-04-10 07:35:00,87.55999999999767,0.10759855172054174,236.38999999999942,False,97.970015,236.38999999999942,154.76250000000073,False
1744270800000000,81464.12,81645.94,81464.12,81573.2,94.80562,1744271099999999,7732242.0912743,15999,48.64698,3967581.6661695,0,2025-04-10 07:40:00,109.08000000000175,0.13389943940964655,181.82000000000698,False,94.25853000000001,181.82000000000698,153.81350000000094,False
1744271100000000,81573.2,81791.56,81552.38,81791.56,68.41934,1744271399999999,5587425.3787197,12287,38.18979,3119293.5170199,0,2025-04-10 07:45:00,218.36000000000058,0.26768595568152354,239.17999999999302,False,94.9788855,239.17999999999302,158.94600000000065,False
1744271400000000,81791.56,81791.56,81636.96,81718.0,51.51246,1744271699999999,4208642.57478,10875,16.63658,1359074.0377022,0,2025-04-10 07:50:00,73.55999999999767,0.08993592981965093,154.59999999999127,False,95.122952,154.59999999999127,162.56200000000027,False
1744271700000000,81718.0,81718.01,81565.21,81595.81,40.26269,1744271999999999,3285962.372954,8786,11.08852,904906.4590061,0,2025-04-10 07:55:00,122.19000000000233,0.14952642012775927,152.79999999998836,False,95.9060565,152.79999999998836,167.07849999999962,False
1744272000000000,81595.81,81700.5,81570.34,81614.63,53.4395,1744272299999999,4362133.6973646,14139,26.95351,2200104.9081147,0,2025-04-10 08:00:00,18.820000000006985,0.023064909828099,130.1600000000035,False,96.061749,130.1600000000035,169.5919999999998,False
1744272300000000,81614.63,81813.2,81521.73,81800.0,88.57083,1744272599999999,7238695.4247706,15459,49.90483,4078960.9854053,0,2025-04-10 08:05:00,185.36999999999534,0.22712839597507864,291.47000000000116,False,96.51996749999999,291.47000000000116,176.02049999999946,False
1744272600000000,81800.0,81853.2,81718.86,81759.46,80.47023,1744272899999999,6580619.1503972,12427,16.50061,1349458.799766,0,2025-04-10 08:10:00,40.5399999999936,0.04955990220048117,134.3399999999965,False,97.836363,134.3399999999965,177.332499999999,False
1744272900000000,81759.46,81845.69,81672.79,81718.07,59.14077,1744273199999999,4836210.8978718,15189,29.71392,2429908.1351784,0,2025-04-10 08:15:00,41.38999999999942,0.05062411126492202,172.90000000000873,False,98.28438500000001,172.90000000000873,179.03600000000006,False
1744273200000000,81718.06,81788.01,81631.44,81648.59,46.90208,1744273499999999,3831700.2215031,13185,18.5704,1517350.2106539,0,2025-04-10 08:20:00,69.47000000000116,0.08501180767140233,156.56999999999243,False,97.069126,156.56999999999243,180.07449999999955,False
1744273500000000,81648.58,81769.79,81625.21,81768.4,35.27987,1744273799999999,2882817.6962169,8222,22.03608,1800645.4397512,0,2025-04-10 08:25:00,119.81999999999243,0.14675086817185604,144.5799999999872,False,93.987322,144.5799999999872,183.09449999999924,False
1744273800000000,81768.4,81768.41,81420.29,81561.38,90.33861,1744274099999999,7367038.5598978,17275,28.86054,2353606.5450274,0,2025-04-10 08:30:00,207.01999999998952,0.2531784894898146,348.1200000000099,False,90.1067,348.1200000000099,192.4229999999996,False
1744274100000000,81561.38,81600.0,81426.63,81442.0,51.16645,1744274399999999,4170409.802343,14293,16.90212,1377677.5242506,0,2025-04-10 08:35:00,119.38000000000466,0.14636829342515373,173.36999999999534,False,85.690405,173.36999999999534,193.48749999999927,False
1744274400000000,81442.0,81621.93,81442.0,81585.99,67.08485,1744274699999999,5471566.3807408,9424,38.43267,3135259.6937428,0,2025-04-10 08:40:00,143.99000000000524,0.17680066796002705,179.92999999999302,False,84.05299649999999,179.92999999999302,197.80099999999874,False
1744274700000000,81585.99,81694.86,81579.07,81673.31,53.92827,1744274999999999,4403124.6920452,8883,35.91601,2932598.1590067,0,2025-04-10 08:45:00,87.31999999999243,0.10702817971565022,115.7899999999936,False,83.7138685,115.7899999999936,197.52099999999845,False
1744275000000000,81673.3,81673.88,81534.26,81545.79,62.98796,1744275299999999,5139355.7188188,12464,19.19141,1565730.1903778,0,2025-04-10 08:50:00,127.51000000000931,0.1561220129467149,139.6200000000099,False,83.345552,139.6200000000099,194.32699999999895,False
1744275300000000,81545.79,81564.0,81476.01,81549.99,77.33571,1744275599999999,6303931.5156639,7981,16.99637,1385613.683593,0,2025-04-10 08:55:00,4.2000000000116415,0.005150480484659774,87.99000000000524,False,84.380144,87.99000000000524,192.30399999999864,False
1744275600000000,81550.0,81589.25,81434.78,81466.9,32.20233,1744275899999999,2624704.1248786,9893,10.50264,856078.3283984,0,2025-04-10 09:00:00,83.10000000000582,0.10190067443287042,154.47000000000116,False,83.5808825,154.47000000000116,195.0944999999985,False
